Composition,Eg (eV),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
InAs,0.35,41,16,33,49,94.8698,39.8964,74.9216,114.818,4.5,1,4,5,14,2,13,15,5.5,1,5,6,1,0,1,1,79.5,9,75,84,1.35,0.4,1.15,1.55,1.32,0.24,1.2,1.44,1.7325,0.635,1.415,2.05,1.35,0.4,1.15,1.55,0.83,0.22,0.72,0.94,1.98,0.4,1.78,2.18,1.95,0.64,1.63,2.27,4.70285,0.9383,4.2337,5.172,4.2,2.2,3.1,5.3,1.9335,0.555,1.656,2.211,3.22,0.44,3,3.44,4,2,3,5,2,0,2,2,2,2,1,3,5,10,0,10,3.5,3,2,5,752.5,389,558,947,7,5.4,4.3,9.7,759.95,660.4,429.75,1090.15,1621.65,1463,890.15,2353.15,6.52,1.58,5.73,7.31,0.28,0.1,0.23,0.33,15.4815,24.437,3.263,27.7,133.13,196.74,34.76,231.5,65.8,31.6,50,81.6,272.5,59,243,302,2.74,0.44,2.52,2.96
La4FeSb2S10,1,129,68,16,57,293.912,234.962,32.066,138.905,17,6,3,6,52.5,148,3,16,24.5,58,3,7,5.5,8,1,2,289.25,828,13,88,5.525,2.2,1,1.95,5.2325,3.44,1.02,1.69,7.24,1.32,1.1,3.08,5.525,2.2,1,1.95,3.0575,1.14,0.43,1.36,9.0325,21.4,1.1,2.58,9.4625,21.1,1.35,2.65,22.4837,55.039,3.419,5.8458,22.09,49.8,3.1,6.22,9.0045,21.53,1.09,2.589,10.945,14.22,2,5.78,22.5,4,3,8,8.5,0,2,2,11.5,40,0,4,7.5,20,0,10,18.5,56,2,6,3645.5,7848,538,1000,43.75,95.4,2.9,31.1,3062.14,2051.35,385.95,1808.15,7389.14,7730.1,717.85,3727.15,16.635,12.84,2.07,7.86,2.18,6.34,0.19,0.71,23.8788,22.565,1.7175,19.87,564.47,1558,9.8,414,46.3725,77.51,0.269,80.2,1356,1168,262,423,14.04,12.38,2.75,4.47
GdSb2BO8,3.48,58.75,59,5,64,134.894,146.439,10.811,157.25,8.5,10,2,6,43.5,125,3,16,19.25,53,3,7,3.5,5,1,3,241.25,669,27,87,2.5875,3,0.6,1.8,2.7675,4.23,0.73,1.61,2.98875,0.19,0.465,3.91,2.5875,3,0.6,1.8,3.2025,9.43,0.25,1.21,8.715,26.32,1.2,3.44,8.46,25.46,1.1,3.32,21.6656,62.3673,4.5951,8.3703,19.3525,57.22,3.1,7.54,8.99725,27.79,1.09,3.61,3,3,0,3,16,45,3,6,6,0,2,2,9.75,32,0,4,5.25,20,0,10,14.25,44,2,6,3393.5,9919,593,1314,11.511,17.156,0.793,23.5,1546.15,1914.15,54.75,2352.15,2884.2,2824.95,90.15,3546.15,5.90786,7.88856,0.00143,7.9,2.2575,0.6,0.21,1.02,25.4427,48.4193,0.22259,50.2,257.665,462.421,3.4099,489.7,21.6035,26.7861,0.02674,27,871.75,1419,249,573,9.1025,15.15,2.62,5.81
SbSeI,1.68,46,19,34,53,109.208,47.9445,78.96,126.904,4.66667,1,4,5,16,2,15,17,7,2,6,8,1,0,1,1,90,11,85,96,1.33333,0.3,1.15,1.45,1.29667,0.24,1.16,1.4,1.545,0.48,1.285,1.765,1.33333,0.3,1.15,1.45,1.17333,1.5,0.56,2.06,2.42,0.61,2.05,2.66,2.48,0.62,2.14,2.76,5.56273,0.9366,4.9953,5.9319,5.83333,1.91,4.85,6.76,2.259,0.45,1.984,2.434,1.66667,3,0,3,6,2,5,7,2,0,2,2,4,2,3,5,6.66667,10,0,10,5,5,2,7,927.667,174,834,1008,5.13333,2.8,3.8,6.6,593.65,517.5,386.65,904.15,1212.82,1766,457.15,2223.15,5.47,1.9,4.79,6.69,0.248,0.11,0.21,0.32,11.4627,13.176,6.694,19.87,45.1973,56.388,20.752,77.14,8.92967,23.851,0.449,24.3,198.667,155,107,262,2.10667,1.64,1.11,2.75
SiSn,0.59,32,36,14,50,73.3978,90.6245,28.0855,118.71,4,2,3,5,14,0,14,14,5.5,1,5,6,1,0,1,1,79,2,78,80,1.275,0.35,1.1,1.45,1.26,0.3,1.11,1.41,1.65,0.46,1.42,1.88,1.275,0.35,1.1,1.45,0.545,0.29,0.4,0.69,1.93,0.06,1.9,1.96,1.93,0.1,1.88,1.98,4.3889,0.4074,4.1852,4.5926,4.535,0.47,4.3,4.77,1.87,0.092,1.824,1.916,4,0,4,4,4,0,4,4,2,0,2,2,2,0,2,2,5,10,0,10,3,2,2,4,748,78,709,787,6.55,2.3,5.4,7.7,1094.15,1178,505.15,1683.15,2585.65,85,2543.15,2628.15,4.82,4.98,2.33,7.31,0.4685,0.483,0.227,0.71,28.7895,43.521,7.029,50.55,340.01,88.42,295.8,384.22,107.3,81.4,66.6,148,377,150,302,452,3.885,1.49,3.14,4.63
Ba2Ga8SiS16,3.4,157.5,98,14,56,343.395,246.569,28.0855,137.327,23.75,36,3,6,94.5,252,2,16,40.5,108,2,7,6.25,16,0,1,524,1390,9,88,7.95,11.7,1,2.15,7.8675,12.36,1.02,1.98,9.846,10.796,1.1,3.402,7.95,11.7,1,2.15,4.085,2.58,0.4,1.49,14.86,39.5,0.89,2.58,15.035,40.24,1.08,2.65,34.9988,60.1952,4.1672,5.8458,33.6725,94.72,2.4,6.22,14.7875,39.662,0.881,2.589,16.88,28,2,4,32,92,2,6,13.5,0,2,2,18.5,64,0,4,0,0,0,0,32,92,2,6,5606.25,14994,503,1000,49,33,2.9,39.7,3069.56,740.45,302.95,1683.15,9837.31,9923.6,717.85,2676.15,22.4125,14.08,2.07,5.9,3.8595,10.952,0.204,0.71,34.5625,23.07,1.7175,50.55,723.655,227.42,9.8,384.22,128.476,143.696,0.269,148,1891,92,180,452,19.1275,0.83,1.9,4.63
PbS,0.37,49,66,16,82,119.633,175.134,32.066,207.2,4.5,3,3,6,15,2,14,16,6,2,5,7,1,0,1,1,84.5,7,81,88,1.4,0.8,1,1.8,1.245,0.45,1.02,1.47,1.595,0.99,1.1,2.09,1.4,0.8,1,1.8,0.96,1.06,0.43,1.49,2.19,0.78,1.8,2.58,2.285,0.73,1.92,2.65,5.2931,1.1054,4.7404,5.8458,5.06,2.32,3.9,6.22,2.2215,0.735,1.854,2.589,2.22,0.44,2,2.44,5,2,4,6,2,0,2,2,3,2,2,4,5,10,0,10,5,2,4,6,858,284,716,1000,4.85,3.9,2.9,6.8,493.3,214.7,385.95,600.65,1365.5,1295.3,717.85,2013.15,6.735,9.33,2.07,11.4,0.42,0.58,0.13,0.71,3.25825,3.0815,1.7175,4.799,93.75,167.9,9.8,177.7,17.7845,35.031,0.269,35.3,237.5,83,196,279,2.44,0.82,2.03,2.85
RbI,6.37,45,16,37,53,106.186,41.4367,85.4678,126.904,5,0,5,5,9,16,1,17,4.5,7,1,8,0.5,1,0,1,50,92,4,96,1.875,0.95,1.4,2.35,1.745,0.83,1.33,2.16,2.8425,2.515,1.585,4.1,1.875,0.95,1.4,2.35,1.86,0.4,1.66,2.06,1.74,1.84,0.82,2.66,1.78,1.96,0.8,2.76,4.56025,2.7433,3.1886,5.9319,4.55,4.42,2.34,6.76,1.5325,1.653,0.706,2.359,0.5,1,0,1,4,6,1,7,1.5,1,1,2,2.5,5,0,5,5,10,0,10,4,6,1,7,705.5,605,403,1008,26.15,42.3,5,47.3,349.35,74.6,312.05,386.65,708.15,502,457.15,959.15,3.23,3.4,1.53,4.93,0.2885,0.149,0.214,0.363,5.008,5.632,2.192,7.824,46.484,51.464,20.752,72.216,29.3245,57.751,0.449,58.2,96.5,21,86,107,0.981,0.258,0.852,1.11
Cu3AsS4,1.48,61.3333,31,16,33,131.275,53.3424,32.066,74.9216,9.33333,8,3,4,37.3333,31,11,16,15.3333,16,4,7,3.66667,2,1,2,209.333,160,64,88,3.06667,0.05,1,1.35,2.93,2.88,1.02,1.2,3.97833,1.72,1.1,2.04,3.06667,0.05,1,1.35,1.52333,1,0.43,0.72,6.06667,4.62,1.9,2.58,5.37,7.36,1.08,2.65,13.1821,12.3921,3.6637,5.8458,14.54,11.44,4.48,6.22,6.039,4.806,1.85,2.589,9.10667,8.32,2,5.44,20.6667,28,5,11,4.33333,3,1,2,6.33333,16,0,4,10,30,0,10,10.6667,21,1,6,2394,1765,745,1000,12,8.5,2.9,6.7,2234.13,2524.65,385.95,1356.15,4094,5649.05,717.85,2840.15,13.63,18.6,2.07,8.96,1.43667,2.51,0.33,0.71,24.5733,20.83,1.7175,27.7,324.953,861.7,9.8,300.3,418.025,1201.92,0.269,401,810.667,102,279,338,8.27667,0.93,2.85,3.49
Ag3SbS3,2.096,80,3,16,51,180.521,25.562,32.066,121.76,9.66667,4,3,5,32,15,11,16,13,9,4,7,1.33333,3,0,1,181.333,69,65,88,3.08333,1.8,1,1.6,2.82667,1.66,1.02,1.4,4.06333,3.825,1.1,2.375,3.08333,1.8,1,1.6,2.02,2.58,0.43,1.29,5.19333,1.95,1.93,2.58,4.43333,4.74,1.07,2.65,11.3631,5.9808,3.8522,5.8458,12.2767,5.34,4.44,6.22,5.12033,2.157,1.87,2.589,8.44,10.32,2,5.44,18.6667,28,5,11,3.66667,3,1,2,5,12,0,4,13.3333,30,0,10,7.66667,15,1,6,2009,807,731,1000,13,15,2.9,7.9,1922.48,2547.6,385.95,1235.15,3944.05,5301.9,717.85,2485.15,14.8,25.29,2.07,10.5,1.015,1.92,0.21,0.71,19.6408,14.7175,1.7175,19.87,286.093,722.34,9.8,250.58,437.369,1286.19,0.269,429,650.333,590,262,284,6.71667,6.1,2.75,2.95
K2Cu2Sn2S6,1.47,73,4,16,50,158.776,45.024,32.066,118.71,11,8,3,5,37,94,1,16,15.5,40,1,7,3,4,0,2,205.5,522,3,88,4,1.6,1,2.2,3.835,2.06,1.02,2.03,5.455,0.78,1.1,3.69,4,1.6,1,2.2,2.105,0.46,0.43,1.52,6.21,13.84,0.82,2.58,5.855,14.3,0.8,2.65,14.291,29.4984,2.7882,5.8458,14.93,32.48,2.42,6.22,6.0875,14.066,0.734,2.589,8.22,8.88,1,5.44,17,20,1,11,5,10,1,2,7,24,0,4,10,20,0,10,11,34,1,6,2436.5,5162,419,1000,33.25,69.4,2.9,43.4,1677.78,2039.5,336.4,1356.15,4285,1373.2,717.85,2840.15,11.67,16.2,0.86,8.96,1.7435,1.046,0.227,0.75,13.7828,15.795,1.7175,13.05,352.685,541.8,9.8,300.3,285.404,800.386,0.269,401,783.5,496,90,338,8.057,5.112,0.934,3.49
Sb2Te3,0.35,129,54,51,52,313.16,139.28,121.76,127.6,12.5,5,5,5,39,18,15,16,15,6,6,6,2.5,1,1,1,220,100,85,90,3.55,1.3,1.4,1.45,3.44,1.28,1.36,1.4,4.27,1.48,1.67,1.765,3.55,1.3,1.4,1.45,2.565,1.53,0.9,1.11,5.2,2.2,2.05,2.1,5.71,2.86,2.14,2.38,13.158,6.3348,4.9953,5.4418,13.085,6.77,4.85,5.49,5.221,2.506,1.984,2.158,6,0,2,3,14,8,5,6,5,2,2,2,9,6,3,4,25,10,10,10,5,2,2,2,2137.5,939,834,869,14.85,3.3,5.5,6.6,1988.12,359.65,722.65,904.15,4117.57,657.45,1262.95,2223.15,16.05,5.34,6.24,6.69,0.51,0.18,0.2,0.21,46.105,12.73,17.49,19.87,155.965,3.37,52.55,77.14,27.825,41.55,2.35,24.3,557.5,67,197,262,6.035,1.07,2.19,2.75
Zn0.8Hg0.2Se,1.4,24.6667,8,30,80,57.13,12.194,65.39,200.59,2.8,2.8,4,6,9.33333,13.6,12,16,3.66667,6.2,4,7,1,1,1,2,52.8,33.8,69,89,0.843333,0.85,1.15,1.5,0.819333,0.862,1.16,1.49,1.09033,0.803,1.285,2.41,0.843333,0.85,1.15,1.5,0.439333,0.394,0.56,0.83,1.42333,1.23,1.65,2.55,1.33,1.388,1.44,2.54,3.47053,1.35182,3.7515,8.2469,3.47733,2.33,4.45,5.89,1.35267,1.162,1.59,2.434,2.14667,2.44,2,4.44,6,6,6,12,1.33333,0,2,2,1.33333,4,0,4,3.33333,10,0,10,2.66667,5.6,2,6,622.4,523.4,906,1007,3.33333,1.32,3.8,6.4,363.733,507.35,234.25,692.75,675.833,817.29,630.15,1179.15,4.398,2.09,4.79,13.5,0.219933,0.2842,0.139,0.39,4.33687,5.3986,2.295,7.322,47.2619,54.54,37.7,115.3,32.1693,90.76,2.04,116,114.667,214.8,61,227,1.22467,2.326,0.67,2.46
EuO,1.122,35.5,55,8,63,83.9822,135.966,15.9994,151.965,4,4,2,6,9.5,13,3,16,5,4,3,7,2,2,1,3,56,62,25,87,1.225,1.25,0.6,1.85,1.29,1.12,0.73,1.85,2.2025,3.475,0.465,3.94,1.225,1.25,0.6,1.85,1.26,0.1,1.21,1.31,1.72,3.44,0,3.44,2.235,2.17,1.15,3.32,6.6852,3.3702,5.0001,8.3703,5.32,4.44,3.1,7.54,2.35,2.52,1.09,3.61,1,2,0,2,4.5,3,3,6,2,0,2,2,2,4,0,4,0,0,0,0,4,4,2,6,930.5,767,547,1314,14.2465,26.907,0.793,27.7,574.95,1040.4,54.75,1095.15,946.15,1712,90.15,1802.15,2.62072,5.23857,0.00143,5.24,0.55,0.74,0.18,0.92,4.71629,8.98741,0.22259,9.21,73.4549,140.09,3.4099,143.5,6.96337,13.8733,0.02674,13.9,213.5,71,178,249,2.24,0.76,1.86,2.62
Ag2V2I4O16,2.24,120,84,8,53,270.307,251.627,15.9994,126.904,17.5,12,2,5,89,58,5,17,40,24,4,8,6,4,0,2,499.5,292,46,96,5.275,6.4,0.6,1.6,5.53,9,0.73,1.34,5.8475,2.58,0.465,2.43,5.275,6.4,0.6,1.6,7.885,6.88,0.68,2.06,18.2,51.78,1.63,3.44,17.685,50.98,1.07,3.32,42.9402,127.521,3.2021,8.3703,40.94,113.44,3.6,7.54,18.499,54.7,1.53,3.61,5.22,10.88,0,5.44,39,12,5,11,11.5,30,1,2,21,20,0,5,16.5,40,0,10,32.5,26,1,7,6955,19722,651,1314,18.322,12.112,0.793,12.4,2304.8,3450.3,54.75,2163.15,3886.9,5863.9,90.15,3653.15,13.2407,20.9771,0.00143,10.5,4.2565,13.864,0.214,0.92,24.8144,38.2386,0.22259,20.9,159.908,500.256,0.452,250.58,230.406,857.572,0.02674,429,1502,600,107,514,15.72,6.18,1.11,5.31
GaAs0.1P0.9G1128,1.22,15.9333,10.2,15,33,35.0305,20.3842,30.9738,74.9216,2.36667,2.3,3,4,9.33333,11.5,13,15,3.96667,1.3,5,7,0.666667,0,1,1,52.3667,65.6,74,84,0.771667,0.4,1,1.3,0.778,0.306,1.06,1.26,0.984167,0.579,1.24,1.695,0.771667,0.4,1,1.3,0.370333,0.481,0.31,0.76,1.333,0.161,1.81,2.19,1.33833,0.388,1.7,2.32,3.0492,3.65,4.1672,5.172,2.92933,1.858,3.2,5.62,1.33493,0.2717,1.756,2.253,2.14667,0.74,3,3.44,2.66667,2,3,5,1.33333,0.2,2,2,1.33333,2,1,3,0,0,0,0,2.66667,2,3,5,528.167,331.8,579,1012,3.92333,4.86,3.6,8.1,232.497,193.935,302.95,1090.15,1087.67,2178.32,553.15,2676.15,2.70367,4.262,1.82,5.9,0.365333,0.66,0.33,0.77,2.98377,2.1787,0.657,27.7,91.0307,247.784,12.129,258.7,15.2705,4.7885,0.235,50,199.9,2.5,286,315,2.06433,0.277,2.81,3.43
HgO,2.48,44,72,8,80,108.295,184.591,15.9994,200.59,4,4,2,6,14,4,12,16,5.5,3,4,7,1.5,1,1,2,79,16,71,87,1.05,0.9,0.6,1.5,1.11,0.76,0.73,1.49,1.4375,1.945,0.465,2.41,1.05,0.9,0.6,1.5,1.02,0.38,0.83,1.21,2.72,1.44,2,3.44,2.405,1.83,1.49,3.32,8.3086,0.1234,8.2469,8.3703,6.225,2.63,4.91,7.54,2.685,1.85,1.76,3.61,2.22,4.44,0,4.44,9,6,6,12,2,0,2,2,2,4,0,4,5,10,0,10,4,4,2,6,1160.5,307,1007,1314,3.0965,4.607,0.793,5.4,144.5,179.5,54.75,234.25,360.15,540,90.15,630.15,6.75071,13.4986,0.00143,13.5,0.5295,0.781,0.139,0.92,1.2588,2.07241,0.22259,2.295,31.3194,55.8191,3.4099,59.229,4.18337,8.31326,0.02674,8.34,155,188,61,249,1.645,1.95,0.67,2.62
NaNb2PS10,1.72,67,71,11,41,140.109,162.823,22.9898,92.9064,11.5,20,3,5,46.5,159,1,16,21.5,69,1,7,3.75,4,0,2,264.75,878,2,88,3.925,8.2,1,1.8,3.87,8.66,1.02,1.54,5.1025,5.48,1.1,2.76,3.925,8.2,1,1.8,1.8325,0.85,0.31,1.16,8.03,24.87,0.93,2.58,8.4425,25.61,0.89,2.65,18.2399,55.9202,2.5378,5.8458,19.6675,59.35,2.85,6.22,7.958,25.021,0.869,2.589,8.5,9,1,5,19,59,1,6,6.25,18,1,2,10.75,40,0,4,2,8,0,4,17,58,1,6,3203,516,496,1012,21.9,5.4,2.9,23.6,2507.5,5165.05,317.25,2741.15,4729.52,9477.15,553.15,5015.15,10.1578,16.169,0.971,8.57,2.405,0.71,0.26,1.23,18.3075,52.143,0.657,26.4,392.772,1266,9.8,682,62.8312,140.765,0.235,141,1166.5,1343,109,726,12.0457,14.027,1.113,7.57
CuGa3Se5,1.75,97.3333,141,29,34,222.505,331.254,63.546,78.96,12,0,4,4,43.3333,69,11,16,18,31,4,7,3.33333,3,1,2,243.667,381,64,89,3.66667,4.4,1.15,1.35,3.58333,2.02,1.16,1.26,4.51667,4.385,1.285,2.04,3.66667,4.4,1.15,1.35,1.93,0.52,0.56,0.76,6.69333,7.32,1.81,2.55,6.29333,11.62,1.08,2.54,14.9901,25.1413,3.6637,5.761,14.51,19.85,3.2,5.89,6.42933,6.902,1.756,2.434,8.58667,4.56,2,5.44,16.6667,2,3,11,5.66667,1,1,2,7.66667,20,0,4,3.33333,10,0,10,13.3333,29,1,6,2395.67,2968,579,941,16.6667,5.3,3.8,8.1,1571.92,447.3,302.95,1356.15,5219.78,1950.6,958.15,2840.15,16.87,14.99,4.79,8.96,1.03,1.22,0.32,0.38,21.0967,3.72,5.59,13.05,421.633,111.8,37.7,300.3,177.667,390.8,2.04,401,777,797,227,338,8.07333,8.81,2.46,3.49
Zn2MoTeO7,4.1,52.5,4,8,52,116.579,15.6042,15.9994,127.6,8,9,2,5,39.5,106,6,16,16.75,45,4,7,3.5,5,1,2,221.75,40,50,90,2.4375,2.75,0.6,1.45,2.5675,3.75,0.73,1.36,2.85125,0.535,0.465,2.72,2.4375,2.75,0.6,1.45,2.9625,6.99,0.74,1.21,7.91,20.78,1.65,3.44,7.61,20.36,1.44,3.32,18.7729,55.0373,3.5548,8.3703,17.7675,48.88,3.9,7.54,8.0195,23.8,1.47,3.61,4.165,5.78,0,5.78,19.5,18,6,12,5.25,13,1,2,8,28,0,4,8.75,10,0,10,12.25,41,1,6,3140.75,8514,684,1314,9.16275,7.249,0.793,12.8,1345.39,2506.9,54.75,2890.15,2284.36,4254.1,90.15,4885.15,7.6775,10.19,0.00143,10.2,1.9175,6.24,0.2,0.92,16.423,30.4419,0.22259,32,226.255,574.131,3.4099,598,93.1343,137.813,0.02674,138,715,396,131,658,7.5125,4.12,1.35,6.82
TlInS2,2.25,54,49,16,81,127.778,140.251,32.066,204.383,5.66667,0,3,6,19.3333,19,13,16,8,9,5,7,1.33333,0,1,1,109,101,75,88,1.81667,0.1,1,1.9,1.65333,0.56,1.02,1.48,2.16167,0.035,1.1,2.235,1.81667,0.1,1,1.9,0.943333,0.17,0.43,1.03,2.85333,3.54,1.62,2.58,2.87333,3.67,1.63,2.65,6.86237,7.4579,4.2337,5.8458,6.24667,9.34,3.1,6.22,2.87433,3.522,1.656,2.589,3.62667,2.88,2,3.44,6,9,3,6,2.66667,0,2,2,3.33333,7,1,4,6.66667,20,0,10,5.66667,10,2,6,1049,1442,558,1000,7.7,3.9,2.9,9.7,592.6,195.75,385.95,576.15,1839.67,917.45,717.85,2353.15,7.78333,7.76,2.07,11.9,0.593333,1.29,0.13,0.71,3.61333,0.707,1.7175,4.142,138.4,211.9,9.8,231.5,42.746,81.062,0.269,81.6,327.667,376,182,279,3.36667,3.82,1.88,2.85
ScTa2O5N,2.67,53.5,139,7,73,125.214,347.889,14.0067,180.948,7,10,2,6,27,77,3,16,13.25,4,3,7,3,3,1,2,156,424,11,87,2.0375,1.4,0.6,1.6,2.13,2.21,0.73,1.44,2.79875,3.255,0.465,2.79,2.0375,1.4,0.6,1.6,2.2,5.75,0.3,1.21,6.15,15.84,1.36,3.44,6.2075,15.1,1.5,3.32,16.2388,38.7787,3.0728,8.3703,14.14,34.36,3.34,7.54,6.2465,16.86,1.19,3.61,4,10,0,5,12,27,3,6,4.5,0,2,2,5.75,20,0,4,1.75,6,0,3,10.25,26,2,6,2531.75,769,633,1402,12.2662,13.835,0.793,17.8,2172.36,6264.55,54.75,3269.15,3757.39,11319,77.35,5698.15,9.0496,33.1987,0.00125,16.6,1.63,0.76,0.14,1.04,19.6933,62.087,0.22259,31.6,455.011,1483.21,2.7928,743,32.7399,114.974,0.02598,57.5,915,319,249,782,9.53,3.1,2.62,8.1
AgInS2,1.88,42.6667,17,16,49,95.6061,50.686,32.066,114.818,5.33333,1,3,5,18.6667,21,11,16,7.66667,10,4,7,1,2,0,1,105.333,111,65,88,1.71667,0.4,1,1.6,1.60667,0.6,1.02,1.44,2.20833,0.175,1.1,2.375,1.71667,0.4,1,1.6,1.03,0.43,0.43,1.29,2.95667,3.38,1.78,2.58,2.66667,4.23,1.07,2.65,6.5925,7.8394,3.8522,5.8458,6.66,9.34,3.1,6.22,2.90133,3.522,1.656,2.589,4.29333,1.44,2,5.44,8.66667,8,3,11,2.33333,1,1,2,3,8,0,4,6.66667,20,0,10,5,11,1,6,1096.33,1442,558,1000,7.8,3.9,2.9,9.7,812.267,463.25,385.95,1235.15,2091.33,1049.45,717.85,2485.15,7.31667,6.36,2.07,10.5,0.628333,1.19,0.23,0.71,5.99933,7.865,1.7175,11.3,167.227,230.98,9.8,250.58,170.379,428.462,0.269,429,361.667,41,243,284,3.72333,0.43,2.52,2.95
CdAs2,1.13,57,18,33,48,131.127,37.4322,74.9216,112.411,6.5,3,4,5,21,18,12,15,8,8,4,6,1,2,0,1,119,98,70,84,1.925,0.75,1.15,1.55,1.94,0.92,1.2,1.48,2.5225,0.615,1.415,2.215,1.925,0.75,1.15,1.55,1.18,0.52,0.72,0.92,3.025,2.67,1.69,2.18,2.97,3.14,1.4,2.27,7.13135,6.4253,3.9187,5.172,7.465,6.27,4.33,5.3,2.971,2.902,1.52,2.211,5.22,1.56,3,4.44,11,2,5,12,3,2,2,2,3,6,0,3,5,10,0,10,6,8,2,5,1381,1026,868,947,7.9,1.4,4.3,7.2,1387.17,1586.25,594.05,1090.15,1409.22,742.15,890.15,1038.15,10.055,2.81,5.73,8.65,0.445,0.43,0.23,0.33,30.796,49.208,6.192,27.7,84.545,30.05,34.76,99.57,98.4,3.2,50,96.8,358,492,112,302,3.54,4.76,1.16,2.96
Ag0.25Cd0.5In2.25Te4,0.39,88.5,196.25,47,52,212.978,483.433,107.868,127.6,8.75,0,5,5,25.5,61.25,11,16,9.5625,22,4,6,1.5625,4,0,1,145,343.75,65,90,2.56562,5.2,1.4,1.6,2.43875,0.405,1.34,1.48,3.24844,6.08625,1.67,2.375,2.56562,5.2,1.4,1.6,1.83438,0.1375,0.92,1.29,3.43312,7.555,1.69,2.1,3.53875,9.2525,1.07,2.38,8.55386,20.8041,3.8522,5.4418,8.0525,14.985,3.1,5.49,3.39637,7.872,1.52,2.158,4.83,6.64,2,5.44,9.875,0.75,3,12,3.4375,7.75,1,2,4.5625,16,0,4,17.5,0,10,10,3.4375,7.75,1,2,1337.06,2220.5,558,869,12.35,0.175,5.5,9.7,1115.84,658.15,429.75,1235.15,2871.69,102.213,1038.15,2485.15,12.0894,22.335,6.24,10.5,0.372812,0.74125,0.2,0.235,20.8057,62.6183,3.263,17.49,210.876,147.555,52.55,250.58,87.1625,97.85,2.35,429,365.438,15,112,284,3.93688,0.1575,1.16,2.95
In6S7,0.945,203,182,16,49,456.685,464.446,32.066,114.818,25.5,9,3,5,95,34,13,16,39.5,19,5,7,6.5,1,1,1,533,166,75,88,8.15,2.3,1,1.55,7.89,1.5,1.02,1.44,10,4.6,1.1,2.05,8.15,2.3,1,1.55,4.325,2.63,0.43,0.94,14.37,7.38,1.78,2.58,14.165,8.77,1.63,2.65,33.1614,15.5184,4.2337,5.8458,31.07,24.94,3.1,6.22,14.0295,8.187,1.656,2.589,17.32,6.64,2,3.44,30,24,3,6,13,2,2,2,17,22,1,4,30,60,0,10,27,30,2,6,5174,3652,558,1000,39.25,37.9,2.9,9.7,2640.07,123.15,385.95,429.75,9571.92,9093.95,717.85,2353.15,29.175,29.37,2.07,7.31,3.175,3.59,0.23,0.71,15.8003,7.5555,1.7175,3.263,728.8,1320.4,9.8,231.5,245.742,487.717,0.269,81.6,1705.5,495,243,279,17.535,4.83,2.52,2.85
TbSb2BO8,3.53,59,60,5,65,135.313,148.114,10.811,158.925,8.5,10,2,6,43.5,125,3,16,19.25,53,3,7,3.5,5,1,3,241.75,667,29,87,2.575,3.05,0.6,1.75,2.7625,4.25,0.73,1.59,2.98375,0.17,0.465,3.89,2.575,3.05,0.6,1.75,3.2275,9.43,0.25,1.21,8.715,26.32,1.2,3.44,8.485,25.36,1.2,3.32,21.6965,62.3673,4.5951,8.3703,19.3525,57.22,3.1,7.54,8.99725,27.79,1.09,3.61,3,3,0,3,16,45,3,6,6,0,2,2,9.75,32,0,4,5,20,0,10,14.25,44,2,6,3387.5,9943,569,1314,12.011,19.156,0.793,25.5,1559.15,1914.15,54.75,2352.15,2873.45,2781.95,90.15,3503.15,5.99036,8.21856,0.00143,8.23,2.245,0.84,0.18,1.02,25.6302,48.4193,0.22259,50.2,250.54,462.421,3.4099,489.7,21.7285,26.7861,0.02674,27,869.5,1419,249,573,9.08,15.15,2.62,5.81
TlPrSe2,1.18,69.3333,13,34,81,167.737,46.4633,78.96,204.383,6.66667,2,4,6,16,29,3,16,7.33333,11,3,7,2,1,1,3,90.3333,161,17,89,2.01667,0.4,1.15,1.9,1.81667,0.67,1.16,1.65,3.095,1.91,1.285,4.48,2.01667,0.4,1.15,1.9,1.15667,0.2,0.56,1.32,2.61667,3.97,1.13,2.55,2.62333,3.98,1.1,2.54,6.9411,6.8825,4.6395,5.761,6.02667,8.68,3.1,5.89,2.58233,3.778,1.09,2.434,3.51333,0.56,2,3.44,6,9,3,6,2.66667,0,2,2,3,8,0,4,3.33333,10,0,10,5.66667,10,2,6,999.333,1355,527,941,14.4667,20.6,3.8,28.2,920.2,223.85,490.15,1204.15,2312.2,1373.85,958.15,3290.15,9.41667,2.32,4.79,11.9,0.32,0.51,0.13,0.32,8.14,2.748,4.142,6.89,178.767,221.4,37.7,296.8,20.8933,42.02,2.04,46.1,330.667,174,182,356,3.5,1.82,1.88,3.7
